cell_id,vitmae_leiden_macs,Has_DE_Genes
ejmcoaoh-1,9,True
ejmdhlhc-1,5,False
ejmdhoog-1,14,False
ejmhclno-1,9,True
ejmimapj-1,2,False
ejmjcghk-1,1,True
ejmnaoop-1,8,True
ejmnddhn-1,6,False
ejmofigm-1,7,False
ejmonjnb-1,9,True
ejmpijki-1,9,True
ejnaejil-1,7,False
ejnakgeg-1,5,False
ejnbkabg-1,7,False
ejnfogno-1,15,False
ejnjdfop-1,1,True
ejnlammb-1,1,True
ejnpeobp-1,6,False
ejoaeaeg-1,15,False
ejobbelk-1,2,False
ejofeefi-1,15,False
ejoffpoj-1,9,True
ejoijama-1,1,True
ejojcbma-1,1,True
ejojpcaf-1,1,True
ejokdooh-1,1,True
ejokhaem-1,1,True
ejomgobb-1,1,True
ejpgceek-1,15,False
ejpkeihn-1,1,True
ekabdfmg-1,9,True
ekabphae-1,15,False
ekaifpfc-1,6,False
ekanjpjc-1,1,True
ekapcpje-1,1,True
ekbcnago-1,2,False
ekbebdcl-1,1,True
ekbgaplh-1,2,False
ekbgejfh-1,6,False
ekbghnfh-1,1,True
ekbhiocc-1,1,True
ekbjiloe-1,2,False
ekbkpfkj-1,1,True
ekbpkddf-1,8,True
ekcbibjj-1,6,False
ekcbiclc-1,3,False
ekcckdga-1,6,False
ekcdbfpc-1,1,True
ekceopfn-1,1,True
ekchcnko-1,6,False
ekchfggl-1,1,True
ekchodgh-1,1,True
ekcicken-1,2,False
ekcimhdb-1,2,False
ekcompha-1,1,True
ekcpccan-1,7,False
ekcplidn-1,1,True
ekdahogb-1,2,False
ekdhafci-1,1,True
ekdihill-1,8,True
ekdjpiid-1,9,True
ekdncpka-1,1,True
ekdnohnh-1,8,True
ekdodipf-1,1,True
ekdoilon-1,6,False
ekdondcb-1,2,False
ekeaofaa-1,6,False
ekeaoghc-1,1,True
ekebbhfd-1,6,False
ekedphjo-1,1,True
ekeennnj-1,1,True
ekefmano-1,1,True
ekefnpjk-1,6,False
ekegpibg-1,1,True
ekehneje-1,8,True
ekelfmgd-1,1,True
ekeokbkd-1,6,False
ekfaoped-1,1,True
ekfdpmgd-1,1,True
ekfebnjp-1,2,False
ekfhfpbl-1,6,False
ekficded-1,1,True
ekfnbpgl-1,8,True
ekfoedia-1,1,True
ekfokohk-1,1,True
ekfpfdea-1,9,True
ekgamflp-1,2,False
ekgbjicb-1,8,True
ekgbofjb-1,1,True
ekgfofbo-1,1,True
ekggipai-1,9,True
ekhahmpk-1,2,False
ekhbhahk-1,1,True
ekhfhhpp-1,11,True
ekhgneja-1,15,False
ekhhcilp-1,9,True
ekhhnnkf-1,9,True
ekhhohhe-1,15,False
ekhidend-1,8,True
ekhigcil-1,9,True
ekhjdpfb-1,9,True
ekhlpcnd-1,10,True
ekhmgboo-1,1,True
ekhnldol-1,1,True
ekhnmdci-1,6,False
ekhpchaf-1,7,False
ekhpldcd-1,1,True
ekihddjn-1,11,True
ekijbkmf-1,8,True
ekijjkjn-1,1,True
ekikfcli-1,9,True
ekikohgi-1,9,True
ekikopll-1,9,True
ekilnlge-1,8,True
ekjeoico-1,1,True
ekjhekjn-1,1,True
ekjjckkj-1,2,False
ekjjkcoe-1,8,True
ekjjnnpk-1,6,False
ekjliaag-1,9,True
ekjnbbeb-1,1,True
ekjniijl-1,15,False
ekjnndll-1,1,True
ekjnpned-1,1,True
ekjpljam-1,1,True
ekkgneek-1,2,False
ekkhbobe-1,15,False
ekkibdpp-1,1,True
ekkigail-1,9,True
ekknjkce-1,8,True
ekkpnccl-1,6,False
ekkppogd-1,2,False
eklanalc-1,1,True
eklclajh-1,9,True
eklcmffe-1,2,False
eklegpbo-1,6,False
eklfdijn-1,1,True
eklfoeab-1,8,True
ekllaafh-1,1,True
ekllbckg-1,8,True
ekllhflf-1,1,True
eklofplo-1,1,True
eklonfak-1,1,True
ekmadldm-1,1,True
ekmecmjl-1,5,False
ekmkehdj-1,1,True
ekmlenpd-1,1,True
ekmmnkcl-1,1,True
eknanfnj-1,6,False
eknbeeon-1,6,False
ekncdena-1,1,True
eknckkni-1,1,True
ekndckoc-1,1,True
eknfffpj-1,9,True
eknhefmg-1,4,True
eknhhmdf-1,9,True
eknmaimg-1,6,False
eknmkdfj-1,6,False
eknnclmk-1,1,True
eknofako-1,1,True
eknopjga-1,1,True
eknoplfc-1,2,False
eknpjabb-1,1,True
eknpmgmg-1,7,False
ekoepkap-1,1,True
ekofcmnj-1,7,False
ekofknia-1,9,True
ekofllla-1,9,True
ekomacnk-1,2,False
ekonbdak-1,1,True
ekpekcap-1,1,True
ekpiohoe-1,6,False
ekpkbhpa-1,2,False
ekpnefco-1,6,False
elabldcg-1,8,True
elahllme-1,1,True
elamdiag-1,8,True
elaoecgk-1,6,False
elapkadn-1,2,False
elbafipo-1,6,False
elbagpin-1,6,False
elbeghjl-1,1,True
elbhdipc-1,6,False
elccppdl-1,1,True
elcggagc-1,6,False
elcggnba-1,1,True
elcgpdad-1,6,False
elcohhli-1,1,True
elcoojpl-1,1,True
elcpknhg-1,1,True
eldjkdon-1,13,True
eldkmbhn-1,6,False
eldldgml-1,2,False
eleancbd-1,1,True
elecbngf-1,6,False
elehggbj-1,2,False
elejbaib-1,6,False
eleklmof-1,1,True
elekolap-1,7,False
elemicoi-1,9,True
elemokha-1,9,True
elennkbp-1,9,True
elenppij-1,2,False
eleogjdb-1,5,False
eleoinhi-1,2,False
elepgchj-1,7,False
elepoehk-1,2,False
eleppicn-1,12,True
elfbdidf-1,6,False
elfbgbhe-1,7,False
elfbkald-1,7,False
elfcghnd-1,2,False
elfcoejd-1,2,False
elfdijno-1,1,True
elfdinpj-1,1,True
elfeechj-1,11,True
elffbiii-1,10,True
elffieik-1,11,True
elffjdmo-1,11,True
elfgoalf-1,2,False
elfhilpf-1,6,False
elfjicba-1,2,False
elfjjikm-1,2,False
elfmpkdn-1,2,False
elfnaaji-1,2,False
elfobnlp-1,1,True
elfpjooi-1,4,True
elgbadol-1,2,False
elgbiddh-1,2,False
elgbmime-1,2,False
elgbnfap-1,7,False
elgbnpim-1,1,True
elgbpdog-1,2,False
elgcadac-1,5,False
elgckbel-1,1,True
elgeamnh-1,6,False
elgfghab-1,1,True
elghflco-1,7,False
elghnlbj-1,9,True
elghpknj-1,1,True
elglplbc-1,2,False
elgnfbln-1,1,True
elgnmdel-1,2,False
elgnohni-1,1,True
elgoojfj-1,1,True
elgpidhd-1,1,True
elhaadam-1,9,True
elhaafla-1,11,True
elhdpbjp-1,2,False
elhembfh-1,8,True
elhjcnfh-1,2,False
elhkfmie-1,1,True
elhlpojb-1,2,False
elhmnjam-1,1,True
elhnepmg-1,2,False
elhnocic-1,1,True
elhoenkl-1,13,True
elhoiako-1,1,True
elhojbno-1,9,True
eliabefg-1,6,False
elibopfl-1,2,False
elicgkpp-1,2,False
elidgjik-1,1,True
eliejobh-1,8,True
elifgfcj-1,1,True
elifkhfd-1,9,True
elifookn-1,2,False
eligfaei-1,7,False
elihjoll-1,9,True
eliiaihf-1,1,True
elikapkk-1,1,True
elimgnbo-1,6,False
elinmcdn-1,9,True
eljcaiol-1,9,True
eljcdamh-1,15,False
eljcflpf-1,6,False
eljcgflb-1,2,False
eljckndp-1,8,True
eljiaccd-1,5,False
eljjcdip-1,9,True
eljknani-1,1,True
eljmjgkn-1,13,True
eljompcb-1,9,True
elkcnbna-1,9,True
elkjojjd-1,6,False
elkmomol-1,1,True
elknealf-1,2,False
elkoched-1,11,True
elkokemf-1,2,False
elkpgmfc-1,8,True
ellanlpn-1,6,False
ellbboog-1,2,False
ellbjaop-1,15,False
ellbjndg-1,9,True
ellhbfkc-1,9,True
ellieeoa-1,6,False
ellincfi-1,6,False
elljhmjh-1,2,False
elljolob-1,2,False
ellmgiib-1,1,True
ellnaokn-1,1,True
ellnldmf-1,1,True
elmbiecm-1,2,False
elmbkhbb-1,1,True
elmbnmkd-1,2,False
elmckhga-1,1,True
elmehgba-1,1,True
elmgbacp-1,1,True
elmgddjj-1,1,True
elmgdlpo-1,2,False
elmjjmle-1,1,True
elmlkfaf-1,5,False
elmlmcdm-1,1,True
elmlnojc-1,1,True
elmlomhl-1,1,True
elmmobee-1,1,True
elmnfgne-1,1,True
elmnfkbf-1,1,True
elmnpdbd-1,8,True
elndjbff-1,8,True
elnflddg-1,1,True
elnmafgc-1,1,True
elnmiddk-1,1,True
elnmkfkg-1,6,False
eloaapch-1,2,False
eloamhcm-1,9,True
eloegcld-1,9,True
elojfhmf-1,1,True
elojoeno-1,1,True
elokloja-1,13,True
elokneio-1,6,False
eloloich-1,6,False
elomoanb-1,6,False
elookhpo-1,2,False
elopohbk-1,1,True
elpakppf-1,2,False
elpblhcf-1,1,True
elpbmdmh-1,10,True
elpcjifp-1,2,False
elpcmnki-1,9,True
elpdbnmj-1,9,True
elpdckha-1,1,True
elpdkgae-1,11,True
elpdnkel-1,9,True
elpdnmhf-1,1,True
elpeoaao-1,1,True
elpfdpog-1,2,False
elpgakjj-1,1,True
elphgfmg-1,1,True
elphkifh-1,1,True
elphmmck-1,6,False
elphpbdj-1,1,True
elpiheie-1,1,True
elpnaidn-1,9,True
emabibbc-1,9,True
emaboipo-1,9,True
emadflnb-1,1,True
emadlfan-1,8,True
emagihco-1,7,False
emahjgme-1,2,False
emanalmo-1,2,False
emaniomm-1,6,False
embblpeg-1,1,True
embdlfnh-1,1,True
embdnejc-1,1,True
embemhcc-1,1,True
embhgkja-1,6,False
embhlcba-1,6,False
embkafia-1,6,False
embmmbgn-1,1,True
embndcej-1,2,False
embolhak-1,1,True
embomadb-1,6,False
embpebee-1,13,True
embppidi-1,1,True
emcaeaik-1,1,True
emcaihjb-1,1,True
emcamldm-1,1,True
emcfkihe-1,2,False
emcfneak-1,2,False
emcgadde-1,6,False
emcilijk-1,15,False
emcinoin-1,9,True
emckfnbj-1,9,True
emcmpkad-1,9,True
emcnlimd-1,5,False
emdafdcj-1,2,False
emdagmbj-1,2,False
emdbpofn-1,2,False
emdcanfj-1,1,True
emdcclbn-1,2,False
emdfcebl-1,9,True
emdgkdgl-1,2,False
emdhkabf-1,15,False
emdlcnml-1,1,True
emdmaebm-1,6,False
emdobmof-1,2,False
emdocjmk-1,15,False
emdplaba-1,2,False
emebnmlj-1,6,False
emecbbei-1,11,True
emediioa-1,15,False
emekdfhi-1,9,True
ememkkgj-1,9,True
emengagp-1,2,False
emfacehg-1,5,False
emfaihnd-1,9,True
emfaoead-1,6,False
emfbecaf-1,9,True
emfblccc-1,9,True
emfblppa-1,8,True
emfcjlmc-1,9,True
emfdhmcb-1,1,True
emfdiail-1,1,True
emffdbgh-1,1,True
emffhgii-1,7,False
emfhkfcd-1,5,False
emfieflj-1,2,False
emfiogaa-1,1,True
emfipgkn-1,2,False
emfjeklb-1,2,False
emfncnil-1,8,True
emfpackn-1,9,True
emfpbkln-1,9,True
emgcampa-1,9,True
emgdcbbl-1,8,True
emgdhcnl-1,7,False
emgffkgj-1,6,False
emggbhnj-1,8,True
emggocfg-1,9,True
emghamjk-1,9,True
emghjdgm-1,9,True
emghjhki-1,2,False
emghlkeo-1,9,True
emgigmcg-1,9,True
emgjafop-1,9,True
emgmjdai-1,9,True
emgngbep-1,9,True
emgnhekk-1,8,True
emgnjgbn-1,15,False
emgnkkkb-1,15,False
emhckboj-1,1,True
emhepepk-1,1,True
emhfggab-1,1,True
emhgfmaf-1,9,True
emhgogbf-1,2,False
emhhdbjd-1,1,True
emhjfaol-1,8,True
emhmocic-1,2,False
emhobebi-1,1,True
emicmdfk-1,1,True
emiemonj-1,2,False
emifakah-1,7,False
emifenjf-1,2,False
emiibpad-1,2,False
emiiehen-1,2,False
emiiinme-1,1,True
emijbich-1,9,True
emjgdhhm-1,6,False
emjhiihd-1,2,False
emjkikhd-1,2,False
emjlhgin-1,1,True
emjnclnm-1,6,False
emjnlagi-1,1,True
emjplnkd-1,1,True
emkaicnd-1,1,True
emkalhjd-1,1,True
emkamfbf-1,1,True
emkcbdca-1,1,True
emkcpdjl-1,2,False
emkfefdd-1,9,True
emkgoafl-1,6,False
emkidhcn-1,6,False
emkjdbkb-1,2,False
emkjfcce-1,6,False
emkjfhgh-1,6,False
emkkbmhf-1,1,True
emkknhoj-1,1,True
emkllgce-1,9,True
emkmihbh-1,6,False
emkmnnao-1,13,True
emlahldj-1,9,True
emledmdb-1,9,True
emlellba-1,9,True
emlglkoj-1,1,True
emlhpfmn-1,1,True
emlidlfj-1,1,True
emljbhbe-1,1,True
emlkieih-1,2,False
emlljjec-1,6,False
emllkejo-1,9,True
emllpckc-1,9,True
emlnfpab-1,2,False
emlpfmba-1,1,True
emmgbndk-1,1,True
emmhlioi-1,6,False
emmicfaf-1,1,True
emmjddnf-1,1,True
emmpmogn-1,9,True
emmpnfdk-1,9,True
emmpnipb-1,1,True
emnadejl-1,1,True
emncipcp-1,13,True
emneinfl-1,2,False
emngacho-1,1,True
emnghfkm-1,6,False
emnjnmjo-1,6,False
emocnjfi-1,9,True
emodimmp-1,9,True
emodjlno-1,9,True
emoehkmh-1,9,True
emoicmlp-1,1,True
emoidjmh-1,9,True
emoiineh-1,9,True
emoilgmo-1,13,True
emojbeai-1,9,True
emojhheb-1,12,True
emolbcel-1,7,False
emopbpon-1,1,True
empfbgna-1,1,True
empfddgf-1,1,True
emphandj-1,6,False
emphfonl-1,1,True
emphhone-1,6,False
empohekj-1,1,True
empojfib-1,2,False
enabicjf-1,13,True
enaegbdc-1,2,False
enamlleh-1,6,False
enanpman-1,2,False
enaobgpf-1,2,False
enaochla-1,8,True
enaoeihg-1,6,False
enbalnci-1,1,True
enbdhnon-1,2,False
enbgelln-1,6,False
enbhehpe-1,13,True
enbijefd-1,10,True
enbjadle-1,6,False
enbjkili-1,6,False
enbjkobp-1,2,False
enbkbgmk-1,1,True
enbkbidj-1,2,False
enbmdggk-1,1,True
enbngpgn-1,6,False
enbokcbd-1,1,True
enbpakeo-1,2,False
enbpdjil-1,12,True
enbpjban-1,10,True
enbpmamj-1,2,False
enbpppao-1,2,False
encaajig-1,2,False
encabfpf-1,2,False
encaeigg-1,1,True
encafknb-1,2,False
encagabc-1,4,True
encankmp-1,6,False
encaojcl-1,11,True
encelcbo-1,9,True
encfchhb-1,6,False
encfibei-1,2,False
encgaceb-1,5,False
enchpdim-1,2,False
enciofhp-1,8,True
enckbgba-1,2,False
enckdlha-1,6,False
encnjkdc-1,2,False
encogkgn-1,6,False
encpbdbe-1,7,False
endaabka-1,2,False
endagcpe-1,2,False
endbplki-1,6,False
endeghek-1,14,False
endeimdf-1,4,True
endgahmn-1,1,True
endgjikk-1,12,True
endgmdcm-1,4,True
endifebm-1,7,False
endihplm-1,4,True
endjbddc-1,11,True
endjfgnn-1,2,False
endjhnbl-1,6,False
endjlgkh-1,2,False
endkflfa-1,5,False
endkgffl-1,7,False
endkjkle-1,7,False
endlfhhc-1,5,False
endogach-1,1,True
endokmkd-1,1,True
enebjeof-1,9,True
enedbchg-1,9,True
enedoenh-1,8,True
eneecbak-1,5,False
enefcjio-1,7,False
enefkefn-1,2,False
enefmgnf-1,8,True
enegjcnl-1,9,True
enehggeh-1,1,True
enekedpk-1,9,True
enekfoji-1,5,False
enekiboh-1,8,True
enekpbmb-1,8,True
enelcboi-1,9,True
enellllm-1,15,False
enendfjo-1,9,True
eneoaced-1,8,True
eneobdjj-1,3,False
enepanil-1,9,True
enepffca-1,9,True
enepknbf-1,15,False
enfbmekf-1,8,True
enfclmco-1,9,True
enfgmfec-1,1,True
enfjenla-1,1,True
enfjpmmn-1,1,True
enfkhnji-1,2,False
enfmigop-1,1,True
enfnnebh-1,14,False
enfocmlc-1,1,True
engbcmol-1,13,True
engfjjgm-1,2,False
engggoci-1,8,True
enggipik-1,1,True
enggkhhd-1,3,False
enggmpja-1,11,True
engmgpjk-1,9,True
engphnmj-1,2,False
enhbaaoc-1,2,False
enhbeekb-1,11,True
enhdafmc-1,1,True
enhgpdjd-1,1,True
enhifbim-1,7,False
enhigbpe-1,8,True
enhjboni-1,5,False
enhkmdib-1,9,True
enhlaibm-1,1,True
enhljlog-1,9,True
enhllafi-1,2,False
enhmckfg-1,1,True
enhmplcg-1,2,False
enhnboog-1,6,False
enhnhama-1,9,True
enhnpbnk-1,2,False
enibdmcj-1,6,False
enibkmie-1,2,False
enidcgcf-1,2,False
enidddfc-1,1,True
enigkkde-1,3,False
eniihlhf-1,2,False
eniinakm-1,6,False
eniinbll-1,3,False
enijdbhf-1,6,False
enijkjli-1,6,False
enijpfgj-1,1,True
enikclhd-1,2,False
enikclog-1,12,True
enikfkfc-1,2,False
eniklhoo-1,2,False
enikpfnf-1,2,False
enilapdn-1,1,True
enilnijf-1,2,False
enimggdn-1,2,False
enimhhpm-1,7,False
enimlajc-1,2,False
enimlgpf-1,2,False
eninigcl-1,2,False
eniopgja-1,1,True
enipefkh-1,1,True
enjabpon-1,2,False
enjajodi-1,7,False
enjbkebd-1,13,True
enjddofl-1,11,True
enjdfgnd-1,11,True
enjdngoi-1,7,False
enjeakgp-1,1,True
enjecplj-1,7,False
enjeklcg-1,4,True
enjelooa-1,1,True
enjfglaf-1,9,True
enjgmmgp-1,9,True
enjgpedh-1,8,True
enjhlamm-1,5,False
enjiembl-1,1,True
enjifcpf-1,13,True
enjiogle-1,1,True
enjjfnnn-1,6,False
enjlinhp-1,11,True
enjmmjoe-1,9,True
enjnhlnf-1,9,True
enjodocn-1,9,True
enjollkf-1,8,True
enjomlhm-1,2,False
enjopoph-1,2,False
enjpcfcl-1,1,True
enjpedfh-1,6,False
enkaboei-1,1,True
enkaiojl-1,1,True
enkamkfb-1,1,True
enkbehcl-1,6,False
enkbkpen-1,1,True
enkekcdf-1,1,True
enkfclem-1,2,False
enkffpdg-1,6,False
enkggeek-1,8,True
enkggelh-1,2,False
enkggmph-1,2,False
enkgifab-1,8,True
enkgpfeg-1,14,False
enkhcfol-1,2,False
enkigcfg-1,5,False
enkigjba-1,2,False
enkleoib-1,6,False
enkljofk-1,1,True
enkmbelg-1,6,False
enknmani-1,4,True
enlbkgbl-1,12,True
enljkmoh-1,3,False
enljlfjl-1,9,True
enljobff-1,9,True
enlkjjca-1,9,True
enllgegp-1,4,True
enlmgffj-1,5,False
enlpgfgb-1,12,True
enlplkjm-1,8,True
enlpmkge-1,3,False
enmaaali-1,2,False
enmaempo-1,2,False
enmbhcnj-1,2,False
enmblgdk-1,1,True
enmboggk-1,3,False
enmcheed-1,4,True
enmddflk-1,4,True
enmdpnje-1,4,True
enmebgbi-1,14,False
enmfbfin-1,1,True
enmfgpem-1,2,False
enmfnfci-1,6,False
enmgllkf-1,9,True
enmhejii-1,4,True
enmjbpgm-1,2,False
enmlkhco-1,14,False
enmmelhp-1,9,True
enmmfend-1,9,True
enmmfhpb-1,11,True
enmmogfn-1,3,False
enmmphnl-1,2,False
enmnbhna-1,2,False
enmnkopj-1,6,False
enmnmooo-1,12,True
enmnnffl-1,9,True
enmoajhe-1,11,True
enmodmne-1,2,False
enmoebpl-1,2,False
enmofcep-1,2,False
enmpehkh-1,1,True
ennbgobg-1,1,True
ennbjjna-1,4,True
enncedfh-1,7,False
enncfbne-1,15,False
enncgdda-1,11,True
enncgnmf-1,2,False
enndjjkd-1,2,False
enndlfod-1,15,False
ennfjoff-1,1,True
enngkejm-1,1,True
ennihjen-1,9,True
ennkdlpb-1,8,True
ennlldok-1,1,True
ennokcjp-1,12,True
ennomdao-1,3,False
ennplkod-1,2,False
enoabbfm-1,12,True
enoadfnp-1,9,True
enobgblf-1,9,True
enochihh-1,9,True
enodhmgc-1,7,False
enodohkb-1,2,False
enoepbgp-1,8,True
enofeoll-1,3,False
enofghgh-1,9,True
enofmaja-1,9,True
enofmhin-1,2,False
enofniej-1,9,True
enofocgj-1,1,True
enogoemd-1,4,True
enogohka-1,14,False
enoidhbk-1,9,True
enoihjjc-1,6,False
enojaoec-1,6,False
enojeafp-1,1,True
enojholh-1,2,False
enojkobj-1,9,True
enojnoee-1,7,False
enojpfmc-1,12,True
enokbjbp-1,8,True
enokciah-1,11,True
enokggno-1,7,False
enoklmlm-1,11,True
enolbbfa-1,4,True
enoloaed-1,12,True
enomekei-1,12,True
enomfhag-1,9,True
enomogam-1,9,True
enonbkco-1,4,True
enonbkdl-1,12,True
enooilfm-1,5,False
enoolhhk-1,11,True
enophhij-1,1,True
enpbhbnp-1,2,False
enpckhba-1,8,True
enpgnbpo-1,11,True
enphedmg-1,6,False
enphhfig-1,14,False
enphjlbl-1,5,False
enphlghg-1,9,True
enpilifh-1,9,True
enpjooof-1,4,True
enpjpgga-1,2,False
enpkhhah-1,11,True
enpkimkg-1,2,False
enpkkfcm-1,4,True
enplmonm-1,3,False
enpmamap-1,9,True
enpmfank-1,1,True
enpmldlp-1,11,True
enpmokkb-1,3,False
enpmopgg-1,10,True
enpndcgo-1,11,True
enpnfmme-1,4,True
enpngmni-1,11,True
enpnnjcj-1,11,True
enpnoong-1,11,True
enpoamid-1,4,True
enpochdm-1,4,True
enpodjld-1,8,True
enpofkfp-1,9,True
enpofmdb-1,3,False
enpogoag-1,12,True
enppfbei-1,3,False
eoaalmal-1,4,True
eoabboml-1,11,True
eoabghoj-1,12,True
eoabjihe-1,3,False
eoacajli-1,12,True
eoacbbga-1,5,False
eoaceekg-1,14,False
eoacknio-1,4,True
eoacmefj-1,12,True
eoaddcfg-1,12,True
eoadjadl-1,14,False
eoadjnfd-1,5,False
eoadlhoa-1,14,False
eoaeeieg-1,11,True
eoaeofmo-1,3,False
eoaffegg-1,11,True
eoafjjjm-1,9,True
eoafohdb-1,4,True
eoagniom-1,4,True
eoahmcak-1,4,True
eoahponi-1,11,True
eoaigbdi-1,5,False
eoakegek-1,4,True
eoakhcop-1,11,True
eoaldham-1,9,True
eoalfolo-1,9,True
eoalodnd-1,10,True
eoamoncp-1,8,True
eoaoofhh-1,2,False
eoaopnnl-1,2,False
eoapfdlo-1,7,False
eoapkjjd-1,12,True
eobahflh-1,11,True
eobcabed-1,3,False
eobcbdfn-1,11,True
eobcccdd-1,12,True
eobcdnka-1,12,True
eobcgaho-1,2,False
eobcghlc-1,12,True
eobemikf-1,12,True
eobhnjal-1,12,True
eobjoomc-1,5,False
eoblddam-1,3,False
eoblgepp-1,5,False
eobnbbkk-1,5,False
eocghaip-1,11,True
eocglcml-1,11,True
eockancf-1,11,True
eoclnaop-1,12,True
eocojfpb-1,12,True
eocokbkp-1,11,True
eodaefim-1,4,True
eodbopje-1,11,True
eodmjooi-1,11,True
eodofkai-1,11,True
eodooigf-1,12,True
eoeaaolh-1,4,True
eoeablfm-1,4,True
eoeanhpc-1,5,False
eoednahl-1,5,False
eoefffho-1,4,True
eoehagca-1,12,True
eoehdlia-1,12,True
eoekeffj-1,12,True
eoemehba-1,12,True
eoemmdon-1,4,True
eoepifbp-1,11,True
eofegaam-1,11,True
eofgfhnj-1,11,True
eofhipdg-1,4,True
eofjbigk-1,12,True
eofjfeec-1,12,True
eofjhapn-1,12,True
eoflhnoc-1,12,True
eofljdfp-1,12,True
eoflkael-1,5,False
eofmacen-1,4,True
eofndeme-1,11,True
eogaigmp-1,3,False
eogckpph-1,4,True
eogdeele-1,12,True
eogflekc-1,11,True
eoggclbp-1,15,False
eogghhkn-1,4,True
eoggigdh-1,4,True
eoghfkki-1,9,True
eoghhmmi-1,7,False
eoghmhhp-1,11,True
eogicecb-1,4,True
eogiiead-1,4,True
eogilaed-1,14,False
eogilejd-1,4,True
eogjafib-1,4,True
eogjbgej-1,12,True
eogkpimp-1,6,False
eogmdcmc-1,4,True
eogmdjpo-1,14,False
eogmhnge-1,7,False
eogmipdd-1,11,True
eognomlo-1,4,True
eogodafh-1,11,True
eohaedek-1,12,True
eohbeofb-1,3,False
eohefgpj-1,11,True
eoheignm-1,4,True
eohelcoa-1,12,True
eohghloj-1,4,True
eohhcldf-1,8,True
eohhpljh-1,5,False
eohipoba-1,4,True
eohkclhc-1,5,False
eohkfjan-1,11,True
eohlbpcf-1,4,True
eohlkeac-1,5,False
eohlokpc-1,12,True
eohmalnl-1,12,True
eohmgapl-1,14,False
eohoajkg-1,8,True
eohoknjc-1,1,True
eohopaaf-1,4,True
eoiaidpe-1,8,True
eoibehcf-1,5,False
eoibmogg-1,11,True
eoicaemi-1,1,True
eoicbnom-1,9,True
eoicgieb-1,1,True
eoicjgdj-1,11,True
eoiddopg-1,8,True
eoidfbbn-1,2,False
eoifphna-1,1,True
eoiicmea-1,2,False
eoiinoel-1,8,True
eoijcdcj-1,2,False
eoikgbba-1,11,True
eoikjfie-1,1,True
eoilhlho-1,3,False
eoimdope-1,7,False
eoimejag-1,2,False
eoiocjai-1,6,False
eoiomapd-1,2,False
eojbaooi-1,2,False
eojbfanc-1,3,False
eojccccc-1,6,False
eojcnijh-1,7,False
eojdaalm-1,6,False
eojdhboa-1,5,False
eojfngdf-1,5,False
eojhpaic-1,2,False
eojkffbk-1,6,False
eojklgil-1,1,True
eojlfiko-1,6,False
eojlkbdm-1,7,False
eojllnnf-1,2,False
eojlmkad-1,14,False
eojlmkmd-1,1,True
eojofhaj-1,2,False
eojofjij-1,2,False
eojpglko-1,1,True
eokacamo-1,1,True
eokaejip-1,1,True
eokafihl-1,1,True
eokchgda-1,2,False
eokgbgpg-1,2,False
eokggphc-1,2,False
eokgmkbg-1,2,False
eokhdhlo-1,2,False
eokkmbgp-1,5,False
eolbcgdk-1,12,True
eoldjlhk-1,11,True
eoleahfm-1,12,True
eolmniom-1,11,True
eolpikod-1,12,True
eolpnefp-1,12,True
eomhaiih-1,12,True
eomkmkij-1,12,True
eomkoege-1,7,False
eomljdli-1,12,True
eomloedi-1,4,True
eommpioc-1,11,True
eompmmnm-1,4,True
eonbefah-1,7,False
eonbkiok-1,1,True
eondchif-1,1,True
eoniolac-1,12,True
eonlhokd-1,12,True
eonlnadl-1,12,True
eooaklko-1,12,True
eoodanma-1,2,False
eoodnkai-1,2,False
eoofghgp-1,4,True
eooiepll-1,12,True
eooinfed-1,6,False
eookfoim-1,2,False
eookidjf-1,6,False
eookjmpc-1,14,False
eoonnddp-1,1,True
eopaolbk-1,12,True
eopcnlhe-1,2,False
eopdamhj-1,5,False
eoplbbjk-1,9,True
eopmpacp-1,2,False
eopnccgj-1,2,False
eopoafch-1,2,False
eopomcjp-1,1,True
eopooipm-1,2,False
eoppdcmj-1,3,False
eoppknjg-1,7,False
epaacdoc-1,8,True
epabhjnn-1,6,False
epaclkhj-1,6,False
epaehilh-1,6,False
epagilga-1,7,False
epaipgaj-1,6,False
epajbnee-1,2,False
epajeeoi-1,7,False
epajimie-1,2,False
epajopmh-1,5,False
epalmomd-1,1,True
epalmplc-1,1,True
epaojlhe-1,2,False
epapphkj-1,2,False
epbckbne-1,5,False
epbjbpfb-1,1,True
epbjeoon-1,1,True
epbmecdo-1,1,True
epbpdoif-1,6,False
epbpeaic-1,6,False
epbpefdg-1,2,False
epbphofk-1,2,False
epbpiing-1,1,True
epbpnjmm-1,6,False
epcaaego-1,2,False
epcacgca-1,1,True
epcafkhe-1,3,False
epcbpgbd-1,2,False
epcfhfip-1,2,False
epcfkhcd-1,3,False
epcgdmcp-1,2,False
epchmfog-1,13,True
epdagpik-1,2,False
epddgojn-1,5,False
epddheok-1,2,False
epebjeei-1,2,False
epebmple-1,2,False
epecelpc-1,2,False
epedaoie-1,9,True
epehjkkn-1,1,True
epejplim-1,9,True
epekdikk-1,5,False
epekjkhj-1,11,True
epeknild-1,9,True
epeknino-1,11,True
epeladha-1,9,True
epemflmp-1,7,False
epencbga-1,2,False
epeneiee-1,9,True
epeocjok-1,2,False
epepdfcb-1,5,False
epeplecm-1,2,False
epeplfha-1,3,False
epfanmko-1,1,True
